text,label
"What should I call me?" , 0
"What should I call it?" , 0
"What should I call them?" , 0
"What should I call us?" , 0
"What shall I call him?" , 0
"What shall I call her?" , 0
"What shall I call me?" , 0
"What shall I call it?" , 0
"What shall I call them?" , 0
"What shall I call us?" , 0
"What may I call him?" , 0
"What may I call her?" , 0
"What may I call me?" , 0
"What may I call it?" , 0
"What may I call them?" , 0
"What may I call us?" , 0
"May I have her name?" , 0
"May I have his name?" , 0
"May I have its name?" , 0
"May I have my name?" , 0
"May I have their names?" , 0
"May I have our names?" , 0
"May I ask you her name?" , 0
"May I ask you his name?" , 0
"May I ask you its name?" , 0
"May I ask you my name?" , 0
"May I ask you their names?" , 0
"May I ask you our names?" , 0
"Do you mind if I ask you her name?" , 0
"Do you mind if I ask you his name?" , 0
"Do you mind if I ask you its name?" , 0
"Do you mind if I ask you my name?" , 0
"Do you mind if I ask you their names?" , 0
"Do you mind if I ask you our names?" , 0
"Would you mind if I ask you her name?" , 0
"Would you mind if I ask you his name?" , 0
"Would you mind if I ask you its name?" , 0
"Would you mind if I ask you my name?" , 0
"Would you mind if I ask you their names?" , 0
"Would you mind if I ask you our names?" , 0
"May I have her name?" , 0
"May I have his name?" , 0
"May I have its name?" , 0
"May I have my name?" , 0
"May I have their names?" , 0
"May I have our names?" , 0
"How may I address him?" , 0
"How may I address her?" , 0
"How may I address me?" , 0
"How may I address it?" , 0
"How may I address them?" , 0
"How may I address us?" , 0
"Sorry! I did not catch her name?" , 0
"Sorry! I did not catch his name?" , 0
"Sorry! I did not catch its name?" , 0
"Sorry! I did not catch my name?" , 0
"Sorry! I did not catch their names?" , 0
"Sorry! I did not catch our names?" , 0
"Sorry! May I have her name again?" , 0
"Sorry! May I have his name again?" , 0
"Sorry! May I have its name again?" , 0
"Sorry! May I have my name again?" , 0
"Sorry! May I have their names again?" , 0
"Sorry! May I have our names again?" , 0
"Sorry! Can I have her name again?" , 0
"Sorry! Can I have his name again?" , 0
"Sorry! Can I have its name again?" , 0
"Sorry! Can I have my name again?" , 0
"Sorry! Can I have their names again?" , 0
"Sorry! Can I have our names again?" , 0
"Pardon me! May I have her name again?" , 0
"Pardon me! May I have his name again?" , 0
"Pardon me! May I have its name again?" , 0
"Pardon me! May I have my name again?" , 0
"Pardon me! May I have their names again?" , 0
"Pardon me! May I have our names again?" , 0
"Sorry! I seem to have forgotten her name" , 0
"Sorry! I seem to have forgotten his name" , 0
"Sorry! I seem to have forgotten its name" , 0
"Sorry! I seem to have forgotten my name" , 0
"Sorry! I seem to have forgotten their names" , 0
"Sorry! I seem to have forgotten our names" , 0
"I am afraid! I don't seem to remember her name again?" , 0
"I am afraid! I don't seem to remember his name again?" , 0
"I am afraid! I don't seem to remember its name again?" , 0
"I am afraid! I don't seem to remember my name again?" , 0
"I am afraid! I don't seem to remember their names again?" , 0
"I am afraid! I don't seem to remember our names again?" , 0
"Forgive me! her name's completely slipped my mind?" , 0
"Forgive me! his name's completely slipped my mind?" , 0
"Forgive me! its name's completely slipped my mind?" , 0
"Forgive me! my name's completely slipped my mind?" , 0
"Forgive me! their names've completely slipped my mind?" , 0
"Forgive me! our names've completely slipped my mind?" , 0
"This is so embarrassing, but I can not remember her name?" , 0
"This is so embarrassing, but I can not remember his name?" , 0
"This is so embarrassing, but I can not remember its name?" , 0
"This is so embarrassing, but I can not remember my name?" , 0
"This is so embarrassing, but I can not remember their names?" , 0
"This is so embarrassing, but I can not remember our names?" , 0
"I am so sorry, I am terrible with names. Can you repeat her name again?" , 0
"I am so sorry, I am terrible with names. Can you repeat his name again?" , 0
"I am so sorry, I am terrible with names. Can you repeat its name again?" , 0
"I am so sorry, I am terrible with names. Can you repeat my name again?" , 0
"I am so sorry, I am terrible with names. Can you repeat their names again?" , 0
"I am so sorry, I am terrible with names. Can you repeat our names again?" , 0
"hi, how are you doing?", 0
"i'm fine. how about yourself?", 0
"i'm pretty good. thanks for asking.", 0
"no problem. so how have you been?", 0
"i've been great. what about you?", 0
"i've been good. i'm in school right now.", 0
"tomorrow it will rain", 0
"How are you?", 0
"Hello", 0
"Thank you", 0
"Goodbye" , 0
"How can you help me?", 0
"what can you do?", 0
"can you help me?", 0
